,name,task,n_embd,train_size,seed,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
10,tdec_768embd_add_10000000_s1,add,768,10000000,1,31999,0.0003060105082113,,,,,1.3977056741714478,,,,,3.846096992492676,6.008037090301514,,,,,,,,,0.9900000095367432,,,,,0.0199999995529651,,,,,0.0,0.0,,,,,,,,
11,tdec_448embd_add_1000000_s2,add,448,1000000,2,31999,0.3630066215991974,,,,,0.7377207279205322,,,,,1.0036295652389526,1.3598655462265017,,,,,,,,,0.4000000059604645,,,,,0.0,,,,,0.0,0.0,,,,,,,,
12,tdec_640embd_mix_100000_s3,mix,640,100000,3,31999,0.0067510092630982,4.555969379538283e-09,2.528541465096623e-08,3.029221034012153e-07,1.6881272131286096e-06,0.7214736938476562,0.90503990650177,0.7016428112983704,0.5477299690246582,9.232471711584369e-06,4.562310218811035,6.010528564453125,2.1840009689331055,3.1688976287841797,2.4222280979156494,4.018895149230957,4.557438850402832,6.018662929534912,1.6233978271484375,9.388835906982422,0.9900000095367432,1.0,1.0,1.0,1.0,0.0599999986588954,0.0,0.2300000041723251,0.3600000143051147,1.0,0.0,0.0,0.0,0.0,0.0199999995529651,0.0,0.0,0.0,0.0,0.0
13,tdec_1536embd_add_100000_s1,add,1536,100000,1,31066,7.314078175113536e-06,,,,,0.7265990376472473,,,,,5.655429840087891,10.103787422180176,,,,,,,,,1.0,,,,,0.1500000059604644,,,,,0.0,0.0,,,,,,,,
14,tdec_448embd_mix_100000_s2,mix,448,100000,2,31999,0.0020154004450887,5.426854077228427e-09,4.33238822594717e-09,1.313484858656011e-07,1.9516171789746298e-07,0.0152531238272786,8.209294719563331e-06,0.0004013916186522,0.0001596666988916,8.210131454688963e-06,3.7002768516540527,4.248350143432617,1.921562671661377,3.522049903869629,2.2337374687194824,3.3560376167297363,4.144662857055664,4.9742350578308105,0.0727937445044517,4.796566486358643,1.0,1.0,1.0,1.0,1.0,0.9399999976158142,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0099999997764825,0.0,0.0,0.0,0.7300000190734863,0.0
15,tdec_896embd_add_10000000_s1,add,896,10000000,1,31999,2.601658582687378,,,,,2.441256523132324,,,,,2.404247760772705,2.38016414642334,,,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,
16,tdec_448embd_add_100000_s2,add,448,100000,2,31999,1.260389979051979e-07,,,,,0.5692796111106873,,,,,4.270425319671631,4.965802192687988,,,,,,,,,1.0,,,,,0.0099999997764825,,,,,0.0,0.0,,,,,,,,
17,tdec_640embd_mix_100000_s2,mix,640,100000,2,31999,5.556381665883237e-07,2.9701419990146863e-08,1.9572027554204396e-08,1.387919724038511e-06,1.654347329349548e-06,0.6855570077896118,0.3829681277275085,0.2293179929256439,0.834165096282959,0.0022485230583697,3.405421257019043,4.304911136627197,2.337665319442749,4.244314193725586,2.290022850036621,3.5882925987243652,3.872576951980591,4.823540687561035,2.240231990814209,12.30887222290039,1.0,1.0,1.0,1.0,1.0,0.0399999991059303,0.0,0.3100000023841858,0.0099999997764825,0.9800000190734864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,tdec_768embd_mix_1000000_s1,mix,768,1000000,1,31999,1.289826514039305e-06,3.755798339000194e-09,2.1921010784353714e-07,4.4257495801502955e-07,6.208065883583913e-08,1.2639509439468384,0.2666974365711212,1.7214813232421875,1.76365065574646,0.0218516662716865,4.348517894744873,4.7775983810424805,1.641447901725769,2.4599671363830566,2.138573408126831,3.830066204071045,4.081839561462402,5.46571159362793,2.9267919063568115,12.711786270141602,1.0,1.0,1.0,1.0,1.0,0.0,0.0900000035762786,0.1599999964237213,0.0,0.8799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,tdec_448embd_mix_10000_s2,mix,448,10000,2,31999,0.0455412156879901,1.0454220600308872e-08,6.845361326668353e-07,1.207137216852061e-07,0.001907505444251,0.2537994384765625,0.5021822452545166,0.1040556654334068,0.0763368904590606,0.1452650129795074,4.81204080581665,7.104318141937256,1.3628441095352173,3.1036148071289062,2.564860582351685,4.448744297027588,4.86272668838501,7.551116466522217,0.7456251382827759,10.436478614807127,0.949999988079071,1.0,1.0,1.0,0.9900000095367432,0.6499999761581421,0.0099999997764825,0.7599999904632568,0.8299999833106995,0.7699999809265137,0.0,0.0,0.0,0.0,0.0599999986588954,0.0,0.0,0.0,0.1400000005960464,0.0
20,tdec_1088embd_add_1000000_s1,add,1088,1000000,1,30003,0.0002832592581398,,,,,0.4337242543697357,,,,,4.818735599517822,8.831287384033203,,,,,,,,,1.0,,,,,0.2599999904632568,,,,,0.0,0.0,,,,,,,,
21,tdec_448embd_add_10000_s2,add,448,10000,2,31999,0.8068002462387085,,,,,2.750823736190796,,,,,5.321247100830078,6.801258563995361,,,,,,,,,0.6100000143051147,,,,,0.0,,,,,0.0,0.0,,,,,,,,
22,tdec_640embd_add_100000_s3,add,640,100000,3,31999,3.826251941063674e-06,,,,,0.6394919157028198,,,,,3.5213680267333984,4.322397232055664,,,,,,,,,1.0,,,,,0.1199999973177909,,,,,0.0,0.0,,,,,,,,
23,tdec_768embd_add_1000000_s1,add,768,1000000,1,31999,0.2209117114543914,,,,,0.5760320425033569,,,,,0.9771740436553956,1.3362764120101929,,,,,,,,,0.5799999833106995,,,,,0.0199999995529651,,,,,0.0,0.0,,,,,,,,
24,tdec_640embd_add_100000_s2,add,640,100000,2,31999,1.2724236512440257e-05,,,,,0.9272819757461548,,,,,4.970767974853516,6.7389912605285645,,,,,,,,,1.0,,,,,0.0299999993294477,,,,,0.0,0.0,,,,,,,,
25,tdec_768embd_mix_100000_s1,mix,768,100000,1,31999,7.096954504959285e-06,6.028343602082486e-09,2.680342277017189e-07,2.297756935831785e-07,3.117465610102954e-07,0.5101956725120544,0.8520435094833374,0.5624232292175293,0.9153105020523072,0.0217213202267885,4.102951526641846,5.261831283569336,1.936325430870056,3.025064468383789,2.547713279724121,4.223132133483887,4.238745212554932,5.591090202331543,2.056804656982422,8.131621360778809,1.0,1.0,1.0,1.0,1.0,0.1500000059604644,0.0,0.2300000041723251,0.0399999991059303,0.9200000166893004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,tdec_1344embd_add_10000000_s1,add,1344,10000000,1,30000,0.0016673820791766,,,,,4.189228057861328,,,,,6.639430522918701,9.971975326538086,,,,,,,,,0.9900000095367432,,,,,0.0700000002980232,,,,,0.0,0.0,,,,,,,,
27,tdec_576embd_add_10000000_s1,add,576,10000000,1,31999,1.2871464605268557e-06,,,,,0.275719940662384,,,,,3.456947088241577,4.1353559494018555,,,,,,,,,1.0,,,,,0.2199999988079071,,,,,0.0,0.0,,,,,,,,
28,tdec_896embd_add_1000000_s1,add,896,1000000,1,31999,0.0047376276925206,,,,,0.6673262715339661,,,,,4.581929683685303,7.644570350646973,,,,,,,,,0.9300000071525574,,,,,0.2300000041723251,,,,,0.0,0.0,,,,,,,,
29,tdec_1088embd_mix_100000_s1,mix,1088,100000,1,31999,0.0001621499977773,1.7181960743073432e-08,2.2559252101927996e-06,9.3961780578411e-08,1.373977966068196e-06,0.6193277835845947,0.2805157899856567,1.26227605342865,1.1701421737670898,0.2183542251586914,5.171270370483398,7.086201190948486,1.9811025857925415,3.3520917892456055,2.8477141857147217,4.742547988891602,4.604839324951172,6.655908584594727,4.340258598327637,13.182621955871582,1.0,1.0,1.0,1.0,1.0,0.1199999973177909,0.0199999995529651,0.1700000017881393,0.0399999991059303,0.6200000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,tdec_640embd_mix_10000_s2,mix,640,10000,2,31999,0.424556702375412,1.3237313112313134e-07,0.000355784111889,0.0016786974156275,0.0093661220744252,2.2823452949523926,1.3018035888671875,1.4809778928756714,2.072564125061035,0.1291748881340026,5.173348903656006,7.034793853759766,1.8319810628890991,2.886223554611206,2.446915626525879,4.134121894836426,4.591607570648193,7.280515670776367,1.583484768867493,6.782352924346924,0.6600000262260437,1.0,0.9900000095367432,0.9700000286102296,0.9700000286102296,0.0,0.0,0.1000000014901161,0.0,0.6600000262260437,0.0,0.0,0.0,0.0,0.0199999995529651,0.0,0.0,0.0,0.0,0.0
31,tdec_768embd_add_100000_s1,add,768,100000,1,31999,0.6203902959823608,,,,,1.1110049486160278,,,,,1.3229745626449585,1.4228248596191406,,,,,,,,,0.1800000071525573,,,,,0.0,,,,,0.0,0.0,,,,,,,,
32,tdec_1472embd_add_10000000_s1,add,1472,10000000,1,31000,6.369516086124349e-06,,,,,0.0188614483922719,,,,,4.556414604187012,6.227992534637451,,,,,,,,,1.0,,,,,0.9200000166893004,,,,,0.0,0.0,,,,,,,,
33,tdec_1344embd_mix_1000000_s1,mix,1344,1000000,1,31999,1.666402795308386e-06,1.1351804829473622e-08,1.356835070964735e-07,3.628900913099642e-07,3.2732233989918313e-07,0.1532296240329742,0.2704271972179413,0.0573108419775962,0.017222287133336,0.0583364591002464,5.347682476043701,8.481103897094727,1.607210636138916,2.8034164905548096,2.792283535003662,4.710907936096191,5.093932628631592,7.4381422996521,4.112270355224609,11.32776165008545,1.0,1.0,1.0,1.0,1.0,0.4699999988079071,0.050000000745058,0.7599999904632568,0.8899999856948853,0.7099999785423279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,tdec_640embd_add_10000_s3,add,640,10000,3,31999,0.5442613363265991,,,,,2.8009674549102783,,,,,5.225905895233154,6.5482892990112305,,,,,,,,,0.7400000095367432,,,,,0.0,,,,,0.0,0.0,,,,,,,,
