,name,task,n_embd,train_size,seed,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
tdec_448embd_mix_10000_s1,tdec_448embd_mix_10000_s1,mix,448,10000,1,31999,0.09071322530508041,2.507669982776406e-08,1.7008055408496148e-07,7.103448069756269e-07,4.454227109818021e-06,0.506312906742096,0.02694595418870449,0.629098117351532,0.24581032991409302,0.039994772523641586,3.6995890140533447,4.823554992675781,1.5077979564666748,2.399003744125366,2.2876203060150146,4.358628749847412,3.7439029216766357,4.946985244750977,1.40531325340271,7.4557414054870605,0.8500000238418579,1.0,1.0,1.0,1.0,0.2800000011920929,0.6299999952316284,0.3499999940395355,0.5400000214576721,0.9300000071525574,0,0,0,0,0.03999999910593033,0.0,0,0,0.0,0
tdec_64embd_add_1000000_s1,tdec_64embd_add_1000000_s1,add,64,1000000,1,31999,0.7760811448097229,,,,,1.2386513948440552,,,,,1.418830394744873,1.499456763267517,,,,,,,,,0.18000000715255737,,,,,0,,,,,0,0,,,,,,,,
tdec_256embd_mix_100000_s1,tdec_256embd_mix_100000_s1,mix,256,100000,1,31999,0.00022108625853434205,1.5518327245445107e-07,7.078790531522827e-07,2.850621513061924e-06,8.236735993705224e-06,0.006919649429619312,3.2681811035217834e-07,3.416765321162529e-05,7.501389973185724e-06,0.00024027485051192343,2.5197997093200684,3.8445873260498047,1.180012583732605,2.099306583404541,1.6274806261062622,2.2900002002716064,2.5488433837890625,4.202148914337158,0.743874192237854,5.590404510498047,1.0,1.0,1.0,1.0,1.0,0.9300000071525574,1.0,1.0,1.0,0.9900000095367432,0.0,0,0.0,0,0.10000000149011612,0.0,0,0,0.0,0.0
tdec_64embd_mix_100000_s1,tdec_64embd_mix_100000_s1,mix,64,100000,1,31999,0.05652909353375435,8.765650818531867e-06,0.0006743841804563999,0.0004908003029413521,0.00012194243026897311,0.07282867282629013,1.6475487427669577e-05,0.0012929217191413045,0.0006422631558962166,0.0003524101048242301,0.12378671765327454,0.2503475546836853,3.6548513890011236e-05,0.0002524623414501548,0.003650027560070157,0.02281213365495205,0.004397721961140633,0.05199752002954483,0.0010386414360255003,0.010306759737432003,0.75,1.0,1.0,0.9900000095367432,1.0,0.5899999737739563,1.0,0.9900000095367432,1.0,0.9800000190734863,0.2800000011920929,0.07000000029802322,1.0,0.9700000286102295,0.9800000190734863,0.7599999904632568,0.9700000286102295,0.5299999713897705,0.9700000286102295,0.7599999904632568
tdec_1216embd_mix_100000_s1,tdec_1216embd_mix_100000_s1,mix,1216,100000,1,31999,0.0016268013278022408,8.373661586347225e-08,6.052076173546084e-07,5.517289991985308e-06,3.7995730963302776e-05,0.16764742136001587,0.012056541629135609,0.01916525512933731,0.03546015918254852,0.0152284549549222,2.6190900802612305,3.4641265869140625,1.1993488073349,2.4464783668518066,1.7761657238006592,2.947335720062256,2.8304271697998047,3.734891414642334,0.9709794521331787,7.575788974761963,0.9900000095367432,1.0,1.0,1.0,1.0,0.5199999809265137,0.8399999737739563,0.8999999761581421,0.8100000023841858,0.8899999856948853,0,0,0.0,0,0.009999999776482582,0.0,0,0,0.05000000074505806,0
tdec_1408embd_add_100000_s1,tdec_1408embd_add_100000_s1,add,1408,100000,1,31066,1.3266374480735976e-05,,,,,0.1512269377708435,,,,,6.758996486663818,9.645805358886719,,,,,,,,,1.0,,,,,0.699999988079071,,,,,0.0,0,,,,,,,,
tdec_1024embd_add_100000_s1,tdec_1024embd_add_100000_s1,add,1024,100000,1,30042,0.000341368984663859,,,,,0.737034022808075,,,,,3.4407830238342285,4.687849521636963,,,,,,,,,0.9900000095367432,,,,,0.09000000357627869,,,,,0,0,,,,,,,,
tdec_832embd_add_100000_s1,tdec_832embd_add_100000_s1,add,832,100000,1,31999,0.008210206404328346,,,,,0.24677510559558868,,,,,3.8305084705352783,5.8223724365234375,,,,,,,,,0.9900000095367432,,,,,0.4000000059604645,,,,,0,0,,,,,,,,
tdec_640embd_add_100000_s1,tdec_640embd_add_100000_s1,add,640,100000,1,31999,0.02440018206834793,,,,,0.22667495906352997,,,,,2.250856399536133,3.3138818740844727,,,,,,,,,0.8899999856948853,,,,,0.2800000011920929,,,,,0,0,,,,,,,,
tdec_448embd_add_10000_s1,tdec_448embd_add_10000_s1,add,448,10000,1,31999,0.4498244822025299,,,,,1.0932916402816772,,,,,3.6666464805603027,5.04581356048584,,,,,,,,,0.7400000095367432,,,,,0.03999999910593033,,,,,0,0,,,,,,,,
tdec_256embd_add_100000_s1,tdec_256embd_add_100000_s1,add,256,100000,1,31999,0.06447067856788635,,,,,0.27774131298065186,,,,,1.2673439979553223,1.6803783178329468,,,,,,,,,0.8799999952316284,,,,,0.05999999865889549,,,,,0,0,,,,,,,,
tdec_64embd_add_100000_s1,tdec_64embd_add_100000_s1,add,64,100000,1,31999,0.7591068148612976,,,,,1.2418094873428345,,,,,1.4215185642242432,1.4991765022277832,,,,,,,,,0.1599999964237213,,,,,0,,,,,0,0,,,,,,,,
tdec_1408embd_mix_10000_s1,tdec_1408embd_mix_10000_s1,mix,1408,10000,1,4055,0.8584302663803101,0.04110139235854149,0.18039685487747192,0.47428762912750244,0.05823401361703873,1.4858450889587402,0.06056941673159599,0.4820637106895447,0.7546682953834534,0.14705020189285278,1.9166396856307983,2.6405348777770996,0.5979964137077332,1.222872257232666,0.6019843816757202,1.502973198890686,1.4354248046875,2.487384080886841,0.3060871362686157,0.8572396039962769,0.23000000417232513,0.8399999737739563,0.6399999856948853,0.44999998807907104,0.7200000286102295,0,0.6399999856948853,0.09000000357627869,0.03999999910593033,0.41999998688697815,0,0,0,0,0.019999999552965164,0,0,0,0.15000000596046448,0.0
tdec_832embd_mix_10000_s1,tdec_832embd_mix_10000_s1,mix,832,10000,1,13999,0.3992236852645874,0.0004899538471363485,0.043616801500320435,0.1037738099694252,0.027935845777392387,1.7828021049499512,0.3221559226512909,1.596052646636963,1.9753341674804688,0.09004980325698853,3.6624560356140137,5.1838250160217285,0.7495399713516235,1.7342900037765503,1.555834174156189,2.5473623275756836,3.744525671005249,5.833810329437256,0.6663522124290466,3.461045503616333,0.5699999928474426,0.9900000095367432,0.9300000071525574,0.8500000238418579,0.9599999785423279,0.03999999910593033,0.07999999821186066,0.009999999776482582,0.019999999552965164,0.7300000190734863,0,0,0,0,0.0,0,0,0,0.07000000029802322,0.0
tdec_1024embd_mix_10000_s1,tdec_1024embd_mix_10000_s1,mix,1024,10000,1,13999,0.6032130122184753,0.005544452462345362,0.07004809379577637,0.21738719940185547,0.015955539420247078,1.602518916130066,0.7814280986785889,0.16144587099552155,0.9321261644363403,0.037715185433626175,3.06270694732666,4.605291366577148,1.0661975145339966,2.0020720958709717,1.1878769397735596,1.8528822660446167,2.590332269668579,4.214583873748779,0.22278903424739838,1.3910199403762817,0.41999998688697815,0.949999988079071,0.8399999737739563,0.7300000190734863,0.8899999856948853,0,0.0,0.5899999737739563,0.03999999910593033,0.7400000095367432,0,0,0,0,0.03999999910593033,0.009999999776482582,0,0,0.20999999344348907,0
tdec_1216embd_add_100000_s1,tdec_1216embd_add_100000_s1,add,1216,100000,1,31044,0.00019228816381655633,,,,,2.5150372982025146,,,,,2.7010443210601807,4.076684951782227,,,,,,,,,1.0,,,,,0.0,,,,,0,0,,,,,,,,
tdec_640embd_mix_10000_s1,tdec_640embd_mix_10000_s1,mix,640,10000,1,17999,0.18351250886917114,4.181407348369248e-05,0.0007988858851604164,0.02948947623372078,0.008493912406265736,1.5269275903701782,0.5529502034187317,0.8570432066917419,1.5385115146636963,0.0661187544465065,3.397465705871582,4.400294303894043,1.5824322700500488,2.5684814453125,1.579777479171753,2.3865184783935547,2.7904698848724365,3.95477294921875,0.6053523421287537,3.853794574737549,0.75,1.0,1.0,0.8999999761581421,0.9700000286102295,0.009999999776482582,0.0,0.09000000357627869,0.009999999776482582,0.8500000238418579,0,0,0,0,0.0,0.0,0,0,0.05999999865889549,0.0
tdec_1408embd_add_10000_s1,tdec_1408embd_add_10000_s1,add,1408,10000,1,31436,1.5444451570510864,,,,,1.9750862121582031,,,,,2.122417449951172,2.246429204940796,,,,,,,,,0.019999999552965164,,,,,0,,,,,0,0,,,,,,,,
tdec_1216embd_add_10000_s1,tdec_1216embd_add_10000_s1,add,1216,10000,1,31999,8.31103229522705,,,,,8.242600440979004,,,,,8.294632911682129,8.396482467651367,,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,
tdec_1024embd_add_10000_s1,tdec_1024embd_add_10000_s1,add,1024,10000,1,31999,7.226143836975098,,,,,7.339768886566162,,,,,7.425271511077881,7.541006088256836,,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,
tdec_832embd_add_10000_s1,tdec_832embd_add_10000_s1,add,832,10000,1,31999,4.027617931365967,,,,,7.142279148101807,,,,,7.830353260040283,8.295177459716797,,,,,,,,,0.03999999910593033,,,,,0,,,,,0,0,,,,,,,,
tdec_640embd_add_10000_s1,tdec_640embd_add_10000_s1,add,640,10000,1,31999,0.6309201717376709,,,,,3.1214988231658936,,,,,5.093777656555176,6.850666046142578,,,,,,,,,0.6200000047683716,,,,,0,,,,,0,0,,,,,,,,
tdec_256embd_add_10000_s1,tdec_256embd_add_10000_s1,add,256,10000,1,31999,2.5867464542388916,,,,,4.713764190673828,,,,,5.673117160797119,7.367038726806641,,,,,,,,,0.30000001192092896,,,,,0,,,,,0,0,,,,,,,,
tdec_64embd_add_10000_s1,tdec_64embd_add_10000_s1,add,64,10000,1,31999,0.7714472413063049,,,,,1.2520251274108887,,,,,1.4239802360534668,1.5181468725204468,,,,,,,,,0.20999999344348907,,,,,0,,,,,0,0,,,,,,,,
