"Step","nanogpt - test_acc_1digit","nanogpt - test_acc_1digit__MIN","nanogpt - test_acc_1digit__MAX","nanogpt - test_acc_3digit","nanogpt - test_acc_3digit__MIN","nanogpt - test_acc_3digit__MAX","nanogpt - test_acc_5digit","nanogpt - test_acc_5digit__MIN","nanogpt - test_acc_5digit__MAX","nanogpt - test_acc_2digit","nanogpt - test_acc_2digit__MIN","nanogpt - test_acc_2digit__MAX","nanogpt - test_acc_4digit","nanogpt - test_acc_4digit__MIN","nanogpt - test_acc_4digit__MAX","nanogpt - test_acc_6digit","nanogpt - test_acc_6digit__MIN","nanogpt - test_acc_6digit__MAX","nanogpt - test_acc_7digit","nanogpt - test_acc_7digit__MIN","nanogpt - test_acc_7digit__MAX","nanogpt - test_acc_8digit","nanogpt - test_acc_8digit__MIN","nanogpt - test_acc_8digit__MAX"
"8640","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","0.9300000071525574","0.9300000071525574","0.9300000071525574","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.7599999904632568","0.7599999904632568","0.7599999904632568","0.38999998569488525","0.38999998569488525","0.38999998569488525","0","0","0"
"8740","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.7599999904632568","0.7599999904632568","0.7599999904632568","0.41999998688697815","0.41999998688697815","0.41999998688697815","0","0","0"
"8840","1","1","1","1","1","1","0.9200000166893005","0.9200000166893005","0.9200000166893005","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.7400000095367432","0.7400000095367432","0.7400000095367432","0.4000000059604645","0.4000000059604645","0.4000000059604645","0","0","0"
"8940","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","0.9200000166893005","0.9200000166893005","0.9200000166893005","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.7400000095367432","0.7400000095367432","0.7400000095367432","0.38999998569488525","0.38999998569488525","0.38999998569488525","0","0","0"
"9040","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","0.949999988079071","0.949999988079071","0.949999988079071","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.41999998688697815","0.41999998688697815","0.41999998688697815","0","0","0"
"9140","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9300000071525574","0.9300000071525574","0.9300000071525574","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.7400000095367432","0.7400000095367432","0.7400000095367432","0.41999998688697815","0.41999998688697815","0.41999998688697815","0","0","0"
"9240","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9300000071525574","0.9300000071525574","0.9300000071525574","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.4000000059604645","0.4000000059604645","0.4000000059604645","0","0","0"
"9340","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","0.9100000262260437","0.9100000262260437","0.9100000262260437","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.7400000095367432","0.7400000095367432","0.7400000095367432","0.4699999988079071","0.4699999988079071","0.4699999988079071","0","0","0"
"9440","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9300000071525574","0.9300000071525574","0.9300000071525574","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.4000000059604645","0.4000000059604645","0.4000000059604645","0","0","0"
"9540","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9100000262260437","0.9100000262260437","0.9100000262260437","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.7400000095367432","0.7400000095367432","0.7400000095367432","0.41999998688697815","0.41999998688697815","0.41999998688697815","0","0","0"
"9640","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9300000071525574","0.9300000071525574","0.9300000071525574","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.75","0.75","0.75","0.4300000071525574","0.4300000071525574","0.4300000071525574","0","0","0"
"9740","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9300000071525574","0.9300000071525574","0.9300000071525574","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.44999998807907104","0.44999998807907104","0.44999998807907104","0","0","0"
"9840","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","0.9300000071525574","0.9300000071525574","0.9300000071525574","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.4000000059604645","0.4000000059604645","0.4000000059604645","0","0","0"
"9940","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9200000166893005","0.9200000166893005","0.9200000166893005","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.7200000286102295","0.7200000286102295","0.7200000286102295","0.38999998569488525","0.38999998569488525","0.38999998569488525","0","0","0"
