"Step","universal_transformer_3_steps - test_acc_1digit","universal_transformer_3_steps - test_acc_1digit__MIN","universal_transformer_3_steps - test_acc_1digit__MAX","universal_transformer_3_steps - test_acc_3digit","universal_transformer_3_steps - test_acc_3digit__MIN","universal_transformer_3_steps - test_acc_3digit__MAX","universal_transformer_3_steps - test_acc_5digit","universal_transformer_3_steps - test_acc_5digit__MIN","universal_transformer_3_steps - test_acc_5digit__MAX","universal_transformer_3_steps - test_acc_2digit","universal_transformer_3_steps - test_acc_2digit__MIN","universal_transformer_3_steps - test_acc_2digit__MAX","universal_transformer_3_steps - test_acc_4digit","universal_transformer_3_steps - test_acc_4digit__MIN","universal_transformer_3_steps - test_acc_4digit__MAX","universal_transformer_3_steps - test_acc_6digit","universal_transformer_3_steps - test_acc_6digit__MIN","universal_transformer_3_steps - test_acc_6digit__MAX","universal_transformer_3_steps - test_acc_7digit","universal_transformer_3_steps - test_acc_7digit__MIN","universal_transformer_3_steps - test_acc_7digit__MAX","universal_transformer_3_steps - test_acc_8digit","universal_transformer_3_steps - test_acc_8digit__MIN","universal_transformer_3_steps - test_acc_8digit__MAX"
"1640","0.8100000023841858","0.8100000023841858","0.8100000023841858","1","1","1","0.9100000262260437","0.9100000262260437","0.9100000262260437","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9100000262260437","0.9100000262260437","0.9100000262260437","0.8600000143051147","0.8600000143051147","0.8600000143051147","0.7799999713897705","0.7799999713897705","0.7799999713897705","0","0","0"
"1740","0.9599999785423279","0.9599999785423279","0.9599999785423279","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","0.8899999856948853","0.8899999856948853","0.8899999856948853","0.8299999833106995","0.8299999833106995","0.8299999833106995","0","0","0"
"1840","0.8600000143051147","0.8600000143051147","0.8600000143051147","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9200000166893005","0.9200000166893005","0.9200000166893005","0.7300000190734863","0.7300000190734863","0.7300000190734863","0","0","0"
"1940","0.949999988079071","0.949999988079071","0.949999988079071","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.7300000190734863","0.7300000190734863","0.7300000190734863","0","0","0"
"2040","0.8600000143051147","0.8600000143051147","0.8600000143051147","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","0.9100000262260437","0.9100000262260437","0.9100000262260437","0.8500000238418579","0.8500000238418579","0.8500000238418579","0","0","0"
"2140","0.9300000071525574","0.9300000071525574","0.9300000071525574","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9100000262260437","0.9100000262260437","0.9100000262260437","0.75","0.75","0.75","0","0","0"
"2240","0.8999999761581421","0.8999999761581421","0.8999999761581421","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","1","1","1","0.9100000262260437","0.9100000262260437","0.9100000262260437","0.800000011920929","0.800000011920929","0.800000011920929","0","0","0"
"2340","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","0.9200000166893005","0.9200000166893005","0.9200000166893005","0.8199999928474426","0.8199999928474426","0.8199999928474426","0","0","0"
"2440","0.5799999833106995","0.5799999833106995","0.5799999833106995","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9200000166893005","0.9200000166893005","0.9200000166893005","0.7900000214576721","0.7900000214576721","0.7900000214576721","0","0","0"
"2540","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9200000166893005","0.9200000166893005","0.9200000166893005","0","0","0"
"2640","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8199999928474426","0.8199999928474426","0.8199999928474426","0","0","0"
"2740","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8600000143051147","0.8600000143051147","0.8600000143051147","0","0","0"
"2840","0.9399999976158142","0.9399999976158142","0.9399999976158142","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9300000071525574","0.9300000071525574","0.9300000071525574","0.8199999928474426","0.8199999928474426","0.8199999928474426","0","0","0"
"2940","0.8899999856948853","0.8899999856948853","0.8899999856948853","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.8899999856948853","0.8899999856948853","0.8899999856948853","0.800000011920929","0.800000011920929","0.800000011920929","0","0","0"
"3040","0.949999988079071","0.949999988079071","0.949999988079071","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9300000071525574","0.9300000071525574","0.9300000071525574","0.8199999928474426","0.8199999928474426","0.8199999928474426","0","0","0"
"3140","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8700000047683716","0.8700000047683716","0.8700000047683716","0","0","0"
"3240","0.9599999785423279","0.9599999785423279","0.9599999785423279","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"3340","0.9399999976158142","0.9399999976158142","0.9399999976158142","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","0","0"
"3440","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.7400000095367432","0.7400000095367432","0.7400000095367432","0","0","0"
"3540","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","0.9300000071525574","0.9300000071525574","0.9300000071525574","0.8199999928474426","0.8199999928474426","0.8199999928474426","0","0","0"
"3640","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.949999988079071","0.949999988079071","0.949999988079071","0.8600000143051147","0.8600000143051147","0.8600000143051147","0","0","0"
"3740","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","0.949999988079071","0.949999988079071","0.949999988079071","0.8299999833106995","0.8299999833106995","0.8299999833106995","0","0","0"
"3840","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9200000166893005","0.9200000166893005","0.9200000166893005","0.8199999928474426","0.8199999928474426","0.8199999928474426","0","0","0"
"3940","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.7300000190734863","0.7300000190734863","0.7300000190734863","0","0","0"
"4040","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"4140","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.800000011920929","0.800000011920929","0.800000011920929","0","0","0"
"4240","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.800000011920929","0.800000011920929","0.800000011920929","0","0","0"
"4340","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"4440","0.9599999785423279","0.9599999785423279","0.9599999785423279","1","1","1","1","1","1","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9300000071525574","0.9300000071525574","0.9300000071525574","0.7699999809265137","0.7699999809265137","0.7699999809265137","0","0","0"
"4540","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"4640","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"4740","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.949999988079071","0.949999988079071","0.949999988079071","0.8700000047683716","0.8700000047683716","0.8700000047683716","0","0","0"
"4840","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"4940","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.9100000262260437","0.9100000262260437","0.9100000262260437","0","0","0"
"5040","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8600000143051147","0.8600000143051147","0.8600000143051147","0","0","0"
"5140","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8600000143051147","0.8600000143051147","0.8600000143051147","0","0","0"
"5240","0.949999988079071","0.949999988079071","0.949999988079071","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9100000262260437","0.9100000262260437","0.9100000262260437","0.75","0.75","0.75","0","0","0"
"5340","0.9599999785423279","0.9599999785423279","0.9599999785423279","1","1","1","1","1","1","1","1","1","1","1","1","0.949999988079071","0.949999988079071","0.949999988079071","0.8100000023841858","0.8100000023841858","0.8100000023841858","0","0","0"
"5440","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","1","1","1","1","1","1","1","1","1","0.949999988079071","0.949999988079071","0.949999988079071","0.8100000023841858","0.8100000023841858","0.8100000023841858","0","0","0"
"5540","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.949999988079071","0.949999988079071","0.949999988079071","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"5640","0.9700000286102295","0.9700000286102295","0.9700000286102295","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.7900000214576721","0.7900000214576721","0.7900000214576721","0","0","0"
"5740","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"5840","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8299999833106995","0.8299999833106995","0.8299999833106995","0","0","0"
"5940","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.800000011920929","0.800000011920929","0.800000011920929","0","0","0"
"6040","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8500000238418579","0.8500000238418579","0.8500000238418579","0","0","0"
"6140","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8100000023841858","0.8100000023841858","0.8100000023841858","0","0","0"
"6240","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.949999988079071","0.949999988079071","0.949999988079071","0.8199999928474426","0.8199999928474426","0.8199999928474426","0","0","0"
"6340","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8700000047683716","0.8700000047683716","0.8700000047683716","0","0","0"
"6440","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8100000023841858","0.8100000023841858","0.8100000023841858","0","0","0"
"6540","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8600000143051147","0.8600000143051147","0.8600000143051147","0","0","0"
"6640","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"6740","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"6840","1","1","1","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","0.9900000095367432","0.9900000095367432","0.9900000095367432","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8700000047683716","0.8700000047683716","0.8700000047683716","0","0","0"
"6940","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.8299999833106995","0.8299999833106995","0.8299999833106995","0","0","0"
"7040","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.949999988079071","0.949999988079071","0.949999988079071","0","0","0"
"7140","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","0","0"
"7240","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8100000023841858","0.8100000023841858","0.8100000023841858","0","0","0"
"7340","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9399999976158142","0.9399999976158142","0.9399999976158142","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"7440","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8299999833106995","0.8299999833106995","0.8299999833106995","0","0","0"
"7540","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"7640","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8799999952316284","0.8799999952316284","0.8799999952316284","0","0","0"
"7740","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9300000071525574","0.9300000071525574","0.9300000071525574","0.8399999737739563","0.8399999737739563","0.8399999737739563","0","0","0"
"7840","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","0","0"
"7940","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"8040","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.949999988079071","0.949999988079071","0.949999988079071","0","0","0"
"8140","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8600000143051147","0.8600000143051147","0.8600000143051147","0","0","0"
"8240","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"8340","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","0","0"
"8440","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9399999976158142","0.9399999976158142","0.9399999976158142","0","0","0"
"8540","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.949999988079071","0.949999988079071","0.949999988079071","0","0","0"
"8640","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9300000071525574","0.9300000071525574","0.9300000071525574","0","0","0"
"8740","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8600000143051147","0.8600000143051147","0.8600000143051147","0","0","0"
"8840","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.9399999976158142","0.9399999976158142","0.9399999976158142","0","0","0"
"8940","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.949999988079071","0.949999988079071","0.949999988079071","0","0","0"
"9040","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9399999976158142","0.9399999976158142","0.9399999976158142","0","0","0"
"9140","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"9240","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"9340","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8899999856948853","0.8899999856948853","0.8899999856948853","0","0","0"
"9440","0.9900000095367432","0.9900000095367432","0.9900000095367432","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8799999952316284","0.8799999952316284","0.8799999952316284","0","0","0"
"9540","0.9800000190734863","0.9800000190734863","0.9800000190734863","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8500000238418579","0.8500000238418579","0.8500000238418579","0","0","0"
"9640","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9200000166893005","0.9200000166893005","0.9200000166893005","0","0","0"
"9740","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9800000190734863","0.9800000190734863","0.9800000190734863","0.9200000166893005","0.9200000166893005","0.9200000166893005","0","0","0"
"9840","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9599999785423279","0.9599999785423279","0.9599999785423279","0.8600000143051147","0.8600000143051147","0.8600000143051147","0","0","0"
"9940","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9700000286102295","0.9700000286102295","0.9700000286102295","0.8700000047683716","0.8700000047683716","0.8700000047683716","0","0","0"
